機種名,thumbnail_image_url,sub_image_url,メーカー名,機械割,導入開始日,機種概要
ワンダフルジャック,https://p-town.dmm.com/upload/machines/3411/image.jpg?t=1552389823,https://p-town.dmm.com/upload/machines/3411/image.jpg?t=1552389823,岡崎産業  岡崎産業の掲載機種一覧,97.1% 〜 107.9%,2019/04/08(月),前作までのジャックポットシリーズとはデザインやサウンドを一新した「ワンダフルジャック」。BIGとREGの2種類を搭載したボーナスタイプで、設定は4段階となっている。7セグの始動でボーナスといったおなじみの要素に加え、リプレイが連続するほどアツくなる新たなゲーム性も追加。BIG中はオールフリー打ちで312枚、REGは簡単な技術介入を成功させることで最大の129枚をゲットできるぞ。
新世紀エヴァンゲリオン暴走400,https://p-town.dmm.com/upload/machines/3412/image.jpg?t=1552557064,https://p-town.dmm.com/upload/machines/3412/image.jpg?t=1552557064,ビスティ（メーカー公式サイト）  ビスティの掲載機種一覧,97.42% 〜 108.27% ※ 完全攻略時,2019/04/01(月),BIGは最大407枚を獲得できるSUPER BIGのみといった出玉感が魅力の「新世紀エヴァンゲリオン 暴走400」。  ボーナスは2種類あり、SUPER BIG後は20G、REG（最大60枚）後は10GのRT・レイチャレンジに突入。消化中に特殊リプレイを引くことができれば、50G固定のRT・レイチャンスへ移行する。  SUPER BIGとRTの連鎖で、暴走級の出玉獲得を目指そう！
戦国パチスロ義風堂々‼～兼続と慶次～,https://p-town.dmm.com/upload/machines/3387/image.jpg?t=1550287152,https://p-town.dmm.com/upload/machines/3387/image.jpg?t=1550287152,EXCITE（メーカー公式サイト）  EXCITEの掲載機種一覧,97.1% 〜 106.2% ※ 完全攻略時,2019/04/01(月),ボーナス＋RTタイプの「戦国パチスロ義風堂々‼～兼続と慶次～」。  通常時はボーナス消化後に突入するCZを経由して50GのRTに突入させるゲーム性だ。  ボーナスは3種類あり、夢語りBIGと酒語りボーナスはRTに突入するまでCZが継続、戦語りBIGのみ20GのCZでRT突入を目指す流れとなる。
ドンちゃん2,https://p-town.dmm.com/upload/machines/3376/image.jpg?t=1550049542,https://p-town.dmm.com/upload/machines/3376/image.jpg?t=1550049542,アクロス（メーカー公式サイト）  アクロスの掲載機種一覧,97.7% 〜 108.1% ※ 完全攻略時,2019/04/01(月),4号機時代に多くのファンから支持を集めていた『ドンチャン2』が6号機で華麗なる復活を遂げる。  スペックはボーナス+RTタイプとなりリール配列も若干変わったが、演出の異なる3つのモードや懐かしのサウンドなどはしっかりと継承。  BIGは簡単な技術介入で最大枚数を獲得できるだけでなく、初代ファンおなじみの複合役を揃えるとあるものが示唆されるなど、6号機だからこそ楽しめる要素が多数搭載されている。
パチスロ猛獣王王者の咆哮,https://p-town.dmm.com/upload/machines/3354/image.jpg?t=1547633962,,サミー  サミーの掲載機種一覧,97.8% 〜 110.1%,2019/04/01(月),純増約6.0枚／GのATに、おなじみの色目押しを搭載した「パチスロ猛獣王 王者の咆哮」。  通常時からのATの当選ルートは肉10個からのCZorAT直当選と規定ゲーム数消化。  ATは継続システムの異なる4タイプが存在しており、どのタイプも消化中にレア役を引くことで継続のチャンスとなる。  AT終了後も最大約80%でATがループするなど、多彩なトリガーを搭載しているところも魅力的だ。
CTザクザク七福神,https://p-town.dmm.com/upload/machines/3361/image.jpg?t=1548237227,https://p-town.dmm.com/upload/machines/3361/image.jpg?t=1548237227,山佐（メーカー公式サイト）  山佐の掲載機種一覧,98.2% 〜 108.2%,2019/03/18(月),最大100G継続するCT「チャレンジタイム」を搭載。CTは保証区間と維持区間の2つで構成されており、おもにBIGを契機に突入する。保証区間はベル揃い3回で維持区間へ移行。維持区間はベル揃いで通常時へ転落するがBIG中の9枚役を全てナビする。ベルハズシで維持区間を延命しつつ、BIGで出玉を増やすのがおもなゲーム性。目押しの力量と区間移行のタイミングという絶妙の駆け引きが、新たな楽しさを創造する。
パチスロおそ松さん～驚～,https://p-town.dmm.com/upload/machines/3366/image.jpg?t=1549437248,https://p-town.dmm.com/upload/machines/3366/image.jpg?t=1549437248,D-light（メーカー公式サイト）  D-lightの掲載機種一覧,97.5% 〜 112.1%,2019/03/04(月),ボーナス（AT）1Gあたりの純増は約5.0枚。通常時はゲーム数消化やCZでボーナス当選のチャンス、当選後は天国ループやボーナスのストックで連チャンを目指すゲーム性だ。32G以内の引き戻しを合計6回達成するとSUPER おそMAXさん BONUSをゲットできるなど、当たるたびに最強トリガーへと近づいていく楽しさはまさに新感覚。出玉スピードだけでなく、一撃性も秘めた魅力的なスペックとなっている。
Re:ゼロから始める異世界生活,https://p-town.dmm.com/upload/machines/3365/image.jpg?t=1549356754,,大都技研（メーカー公式サイト）  大都技研の掲載機種一覧,97.4% 〜 113.3%,2019/03/04(月),純増約8.0枚/GのAT「ゼロからっしゅ」は、突入時の期待獲得枚数が約1300枚（設定1）、減少区間なしで終了まで出玉の右肩上がりが続く鬼がかった仕様。  通常時は小役などで獲得するアイテムを使い、白鯨攻略戦で白鯨を3体撃破すればATに当選する。ATは特化ゾーンから始まり、設定1でも約100Gを獲得。作品の魅力を活かした多彩な演出や書き下ろしムービーなど、演出面にも注目ポイントが詰まった1台だ。
アナザーハナビ弥生ちゃん,https://p-town.dmm.com/upload/machines/3353/image.jpg?t=1547632568,https://p-town.dmm.com/upload/machines/3353/image.jpg?t=1547632568,ユニバーサルブロス（メーカー公式サイト）  ユニバーサルブロスの掲載機種一覧,97.7% 〜 108.2%,2019/02/25(月),とにかく花火が打ち上げたいのっ!!…HANABIシリーズの弥生ちゃんが主役となって、高純増の快速AT機で大活躍する。  通常時からのAT当選契機は小役で抽選されるCZ・玉貼りチャンスと確定役→直行という2パターン。  AT「YAYOI TIME」は純増約4.5枚/G、1セット約100枚獲得できるマップ管理型となっており、セットによって継続期待度が変化。消化中は成立役による継続抽選がおこなわれる。
GⅠ優駿倶楽部2,https://p-town.dmm.com/upload/machines/3338/image.jpg?t=1544688877,https://p-town.dmm.com/upload/machines/3338/image.jpg?t=1544688877,コナミアミューズメント（メーカー公式サイト）  コナミアミューズメントの掲載機種一覧,97.9% 〜 108.3%,2019/02/18(月),新競走馬の参戦や伝説馬の能力を引き継げる「インブリードシステム」、約1億通りの育成スケジュールと、好評の育成システムが大幅にパワーアップ。  純増約3.1枚/GのAT「GⅠロード」はおなじみのシナリオ管理型で、11セット継続後の海外レースに勝利できれば継続率88%の凱旋ロードへ突入する。  育成やレースはもちろん、多くのシーンで活躍する大人気キャラ「まこちゃん」からも目が離せない。
パチスロヱヴァンゲリヲンAT777,https://p-town.dmm.com/upload/machines/3363/image.jpg?t=1548238888,https://p-town.dmm.com/upload/machines/3363/image.jpg?t=1548238888,ビスティ（メーカー公式サイト）  ビスティの掲載機種一覧,97.8% 〜 109.5%,2019/02/18(月),「パチスロ ヱヴァンゲリヲン AT777」は、差枚数管理型の擬似ボーナスで出玉を増加させるATタイプ。  擬似ボーナスの初期枚数は50枚or100枚、3桁上乗せが必ず1回は発生するため、最低でも150枚を獲得できる（MAX500枚）。枚数上乗せや1G連を搭載しているだけでなく、ボーナス終了後は30G＋αのバトル準備パートを経由し、勝率最大80%超の使徒バトルで引き戻しに期待できる。
A-SLOTDARTSLIVE,https://p-town.dmm.com/upload/machines/3337/image.jpg?t=1544688502,https://p-town.dmm.com/upload/machines/3337/image.jpg?t=1544688502,サミー  サミーの掲載機種一覧,97.7% 〜 106.0%,2019/02/04(月),ネットワークでダーツが楽しめる「DARTSLIVE」の臨場感を再現したボーナス+RTタイプ。  ボーナスはBIG・REGの2種類で、終了後に突入する5G間のCZでRTを目指すゲーム性。  RTのゲーム数はCZ中、狙え演出発生時の光ったラインに停止したBAR（BULL）の数で告知され、1個なら25G・2個なら50G・3個なら無限となる。  各演出にダーツの面白さが随所に盛り込まれているところも魅力的だ。
ニューパルサーDX～チェリーバージョン～,https://p-town.dmm.com/upload/machines/3330/image.jpg?t=1544085005,https://p-town.dmm.com/upload/machines/3330/image.jpg?t=1544085005,山佐（メーカー公式サイト）  山佐の掲載機種一覧,96.9% 〜 108.5%,2019/02/04(月),完全告知＋チェリーからのボーナスに特化した、ボーナスタイプの「ニューパルサーDX ～チェリーバージョン～」。  その名の通り、角チェリーや中段チェリーの確率がアップし、ボーナス当選の50%がチェリー契機。ボーナスはBIGとREGの2種類で、設定6の合算確率は従来のシリーズ機と遜色のない約1/134と遊びやすくなっている。  今作にも違和感演出が搭載されているため、告知前でもボーナス察知を楽しめるぞ。
ミリオンルーレット,https://p-town.dmm.com/upload/machines/3326/image.jpg?t=1543576523,,コナミアミューズメント（メーカー公式サイト）  コナミアミューズメントの掲載機種一覧,97.5% 〜 110.9%,2019/02/04(月),スペックはBIGとREGの2種類を搭載したボーナスタイプで、設定6のボーナス合算確率は1/120.9と安定感抜群の仕様。筐体の半分ほどを占めるルーレットは約1/8で動き、ランプが点灯すればチャンス。ド派手なアクションでボーナスを告知する演出としても活躍する。  ゴージャスさを感じられる新たな漆黒の装いで、ホール内を彩る存在となるはずだ。
ぱちスロAKB48エンジェル,https://p-town.dmm.com/upload/machines/3328/image.jpg?t=1543904035,https://p-town.dmm.com/upload/machines/3328/image.jpg?t=1543904035,京楽（メーカー公式サイト）  京楽の掲載機種一覧,97.8% 〜 108.9% ※ 完全攻略時,2019/01/21(月),シリーズ初のボーナスタイプとして登場する「ぱちスロ AKB48 エンジェル」。  最大402枚と獲得枚数の多いBIGをメインに出玉増加を目指すゲーム性だ。通常時は3つのモードから演出タイプを選択できるため、好みに合わせて楽しめるところが魅力的。ボーナスのチャンスとなる48チャンス目やボーナス濃厚のセンターV（中リール中段にV）など、出目にも面白いポイントが多数存在している。
